"GeneName"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"diffexpressed"
"ENSG00000000938"	52.1447960760226	-0.839325374221375	0.17436520111533	-4.81360597672366	1.48230935620087e-06	2.69006957726488e-05	"DOWN"
"ENSG00000003402"	114.165039408591	-0.791988587263605	0.13393720010912	-5.91313381658242	3.35659258853793e-09	1.47490151453091e-07	"DOWN"
"ENSG00000005020"	9.44227967443349	-0.697826310441717	0.225367632346018	-3.09639100867116	0.00195891861554697	0.00975769802207599	"DOWN"
"ENSG00000006453"	49.1223709077238	-0.68657713152095	0.13493805656745	-5.08809115075521	3.61685531750098e-07	8.11159375766579e-06	"DOWN"
"ENSG00000007237"	20.2790529367135	-0.880974909882385	0.198852703670082	-4.43028881992983	9.41069645909354e-06	0.000126663332126063	"DOWN"
"ENSG00000008438"	6.2584149992281	-0.862231424980192	0.24391787885616	-3.53492506996035	0.000407890805020862	0.00275272287625297	"DOWN"
"ENSG00000010704"	24.1894870872647	-1.28066278381328	0.243919663460695	-5.2503466331637	1.5181325761424e-07	3.8973744175436e-06	"DOWN"
"ENSG00000011422"	5.9265337253655	-0.871194972951484	0.277618479591193	-3.13810152059892	0.00170045970009367	0.00868786840959184	"DOWN"
"ENSG00000012211"	7.65082691999373	-0.772288753132613	0.209797066010114	-3.681122752667	0.000232209169515367	0.00176129649842906	"DOWN"
"ENSG00000012779"	34.6984950747605	-0.6177777144631	0.178994897108272	-3.45137053873336	0.000557747262940866	0.0035423395489996	"DOWN"
"ENSG00000014919"	23.9840614846206	-0.707733528111397	0.140905805258155	-5.02274215611451	5.09389103773109e-07	1.07531732945597e-05	"DOWN"
"ENSG00000019169"	2.50488446603828	-3.44245054637108	0.462056982370086	-7.45027275361859	9.31474550197996e-14	2.34124881099268e-11	"DOWN"
"ENSG00000020577"	6.13292124891051	-0.608654384221684	0.243171147390205	-2.50298767248486	0.0123149833444857	0.0417992790808484	"DOWN"
"ENSG00000025039"	2.58072762121872	-0.703205913812991	0.335889999579109	-2.09356013782533	0.0362991816565842	0.0959286631373192	"DOWN"
"ENSG00000025434"	18.8423866080689	-0.807384624396072	0.147301095914856	-5.48118545474205	4.2248532450225e-08	1.25999506245703e-06	"DOWN"
"ENSG00000026103"	28.6841026419329	-0.825539729900295	0.193581265900862	-4.26456416667444	2.00292779118405e-05	0.000234545019624284	"DOWN"
"ENSG00000026751"	7.64336131091911	-1.08515394499763	0.272336426321882	-3.98460815416245	6.75915672710116e-05	0.00064015608002552	"DOWN"
"ENSG00000027697"	8.41011845712678	-0.978048489239503	0.269920944859649	-3.62346275035478	0.000290685083372029	0.00210352752381297	"DOWN"
"ENSG00000035681"	36.9230014282702	-0.724077390913917	0.126820758604618	-5.70945481544809	1.13338641266601e-08	4.02194363198467e-07	"DOWN"
"ENSG00000038427"	83.1739780670494	-0.865270949721799	0.23719209656146	-3.64797546910504	0.000264314867222738	0.00195612539274611	"DOWN"
"ENSG00000048342"	298.161989497747	-1.22615676300263	0.176957982675235	-6.92908420668967	4.23573633876543e-12	5.30868458616886e-10	"DOWN"
"ENSG00000051128"	2.43090883005609	-0.721837161553513	0.296802256730134	-2.43204741603377	0.0150137417107578	0.0488504219033639	"DOWN"
"ENSG00000052749"	14.494225001672	-0.604994902862437	0.183904690110877	-3.28971981354952	0.00100287190427588	0.00571898107495322	"DOWN"
"ENSG00000053524"	67.0666589451697	-1.40256094626936	0.260845469964943	-5.37698027287136	7.57454689547715e-08	2.09141804759032e-06	"DOWN"
"ENSG00000057704"	5.27674524185349	-0.588385424203216	0.25905530370289	-2.27127341456801	0.0231304315757158	0.0681855734689193	"DOWN"
"ENSG00000059728"	68.3258758247783	-1.01461149953951	0.175590741920647	-5.77827446049538	7.54706248480747e-09	2.87806677091386e-07	"DOWN"
"ENSG00000059804"	16.7068020834313	-0.931143803076019	0.291780052599174	-3.19125243408999	0.0014165745320411	0.00753267269181337	"DOWN"
"ENSG00000064547"	7.73850071492401	-0.840055674170074	0.226323706986005	-3.71174405614529	0.000205836067839862	0.00159756598167848	"DOWN"
"ENSG00000064932"	98.092519827319	-0.892717414540935	0.161384271990112	-5.53162587365162	3.17276058608815e-08	9.75275989806965e-07	"DOWN"
"ENSG00000066336"	103.574640913875	-0.693971716810001	0.145290452657679	-4.77644404099339	1.78422174220231e-06	3.12617952005622e-05	"DOWN"
"ENSG00000067182"	22.4132981078406	-0.635629193011318	0.190748146067588	-3.33229552221227	0.000861327397844755	0.00505790789090487	"DOWN"
"ENSG00000068366"	7.89998919788521	-0.753042061902612	0.253667287019786	-2.9686211050299	0.00299139199347703	0.0137116878916179	"DOWN"
"ENSG00000069399"	26.633902578873	-0.972803688822502	0.185587833958814	-5.24174278060916	1.59067007398872e-07	4.05389498674544e-06	"DOWN"
"ENSG00000069974"	8.03394156763007	-0.865963642768974	0.220857895291273	-3.92090869845029	8.82156840940567e-05	0.000796726316975768	"DOWN"
"ENSG00000070019"	27.7518777744759	-1.35400693069669	0.187507983735136	-7.22106282476639	5.15828137083398e-13	9.26969615063846e-11	"DOWN"
"ENSG00000071794"	10.3241078804849	-1.14584846017099	0.250640889306016	-4.57167409253799	4.83843062690645e-06	7.16916301240462e-05	"DOWN"
"ENSG00000072163"	28.5759395177837	-1.06152695523991	0.226268990893036	-4.69143805808427	2.71291409149543e-06	4.42173451401064e-05	"DOWN"
"ENSG00000072401"	15.2872265251366	-0.747375166216821	0.176903556014988	-4.22476055910092	2.39194959626095e-05	0.000271042501946562	"DOWN"
"ENSG00000072682"	4.83494610694497	-0.931400983567432	0.27731075121768	-3.35869049244438	0.00078312725221907	0.00468404418547885	"DOWN"
"ENSG00000073150"	5.01132351789906	-0.591068921898317	0.251098951840261	-2.35392827236623	0.018576195199022	0.0576833247905829	"DOWN"
"ENSG00000073331"	68.562171431186	-1.02896863301707	0.214612414581945	-4.79454385256067	1.63045396815118e-06	2.89460515052979e-05	"DOWN"
"ENSG00000074660"	13.8720079023803	-0.980501841981395	0.29593151158571	-3.31327284724599	0.000922109758684729	0.00533218336942403	"DOWN"
"ENSG00000075420"	13.3123946570181	-0.659611016581088	0.235944176047953	-2.79562321744712	0.00517997516253191	0.0210885018452541	"DOWN"
"ENSG00000075426"	37.5464005975136	-0.733442869426091	0.168798015748634	-4.34509177239559	1.39217447825927e-05	0.000173922546004993	"DOWN"
"ENSG00000076864"	5.8209047258741	-0.834278528621817	0.321847755590848	-2.59215269993183	0.00953774270895962	0.0342182082292007	"DOWN"
"ENSG00000077150"	21.7032062499493	-0.599910835630971	0.172434661252427	-3.47906175750107	0.000503172614521543	0.00326677653439021	"DOWN"
"ENSG00000077238"	31.7556940661657	-0.617006810251623	0.171008497399749	-3.60804766800161	0.00030850981662336	0.00219948938915793	"DOWN"
"ENSG00000077348"	5.81307992879851	-0.681487427418211	0.233556271088446	-2.91787252914368	0.00352428389859528	0.0155737349957787	"DOWN"
"ENSG00000077984"	23.6463286050004	-0.725484841489103	0.178846454370772	-4.05646756622347	4.98204770892338e-05	0.000499523338597847	"DOWN"
"ENSG00000079277"	5.09121470769846	-0.773599916866444	0.316041992310824	-2.44777572502333	0.0143741097479174	0.0473184350250253	"DOWN"
"ENSG00000079337"	45.5466363141972	-0.591856434570924	0.157629883672618	-3.7547222695422	0.000173533791219889	0.00138939870702712	"DOWN"
"ENSG00000079385"	15.7555251356305	-1.33048228406724	0.243734796881472	-5.45872932831275	4.79554173101655e-08	1.41762420507232e-06	"DOWN"
"ENSG00000080007"	14.2903555428815	-1.38196415639887	0.315770055326654	-4.37648894531583	1.20606305257569e-05	0.000155237702552373	"DOWN"
"ENSG00000080824"	55.045408894228	-1.45673284801866	0.274907067375483	-5.29900108398806	1.16437943132721e-07	3.06787715957022e-06	"DOWN"
"ENSG00000081026"	17.696194528702	-0.946936190246973	0.219544740343338	-4.31318094328334	1.60922308757747e-05	0.000197690447139118	"DOWN"
"ENSG00000082397"	7.38281953284376	-0.609554214561475	0.212484564488589	-2.86869879715056	0.00412164093764015	0.0175815706095259	"DOWN"
"ENSG00000084110"	3.69144984879205	-0.710150886556428	0.338369402276136	-2.09874439526565	0.0358394388656058	0.0949643505820787	"DOWN"
"ENSG00000084733"	8.18125715232437	-0.629893919559693	0.218068110969194	-2.88851917302424	0.00387060431439456	0.0167503120329943	"DOWN"
"ENSG00000085365"	10.2085374769486	-1.25487699668144	0.30585439099888	-4.10285754794359	4.08078523272258e-05	0.000423079634667695	"DOWN"
"ENSG00000085491"	3.28592612888287	-0.677857682236339	0.299258813941965	-2.26512186327049	0.0235052023199615	0.0689705716807411	"DOWN"
"ENSG00000085514"	15.5293544288771	-0.731469355175169	0.201245249827784	-3.63471612771544	0.00027828688266179	0.00203077720424222	"DOWN"
"ENSG00000086300"	3.68282598646504	-0.833797068954684	0.333977607301242	-2.49656578982139	0.0125402404446888	0.0423864360533404	"DOWN"
"ENSG00000087157"	7.71612439505473	-0.989789303687702	0.262460882564688	-3.77118789670971	0.000162472274662883	0.00132174920136369	"DOWN"
"ENSG00000087237"	47.0970238056799	-0.764214186659598	0.170569933843122	-4.4803569388874	7.45183138571712e-06	0.000102908690180884	"DOWN"
"ENSG00000087253"	4.26057794274806	-0.782710340922917	0.30487288986714	-2.56733336068029	0.0102484034586763	0.0361843504484297	"DOWN"
"ENSG00000089351"	30.2783204083538	-0.947544898252598	0.167679153558778	-5.65094037119199	1.59572443546903e-08	5.48217387548268e-07	"DOWN"
"ENSG00000089505"	4.93399569401944	-0.917334070651009	0.266024774050407	-3.44830316622012	0.00056412046729822	0.00357957292445412	"DOWN"
"ENSG00000090339"	9.7983565094317	-0.852285827842584	0.234914523383547	-3.62806784172747	0.000285550235693892	0.00207329925077211	"DOWN"
"ENSG00000090376"	10.7573061139525	-1.65260428577471	0.273463657214776	-6.04323185978886	1.5105732844629e-09	7.45553018602692e-08	"DOWN"
"ENSG00000092020"	17.4212482014723	-0.771195917680057	0.193675753698794	-3.98189191445939	6.83688715018604e-05	0.000646208005287645	"DOWN"
"ENSG00000092036"	6.15856589088389	-0.852864743594495	0.243225206348948	-3.5064817351657	0.000454072598545324	0.00300223378009896	"DOWN"
"ENSG00000092108"	2.46267634357539	-0.878155256261282	0.298478195025235	-2.94210857241024	0.00325985612384169	0.0146312530540791	"DOWN"
"ENSG00000092529"	7.41387670995774	-0.87756766893585	0.212817993492033	-4.12355954746233	3.73061957100257e-05	0.000393173643058218	"DOWN"
"ENSG00000093000"	56.1889997594873	-0.600705068821723	0.111242318495459	-5.39996897715007	6.6652422067744e-08	1.86480439146421e-06	"DOWN"
"ENSG00000095066"	600.199085931355	-0.909503990425169	0.13523095874286	-6.72556046988159	1.74917829863542e-11	1.77668349362121e-09	"DOWN"
"ENSG00000095383"	4.147786663057	-1.01591979498711	0.288327855799526	-3.5234881907958	0.000425906076001768	0.00284688863486732	"DOWN"
"ENSG00000096060"	23.0156582189962	-1.29775302130479	0.235961133266147	-5.4998592494511	3.80094536620698e-08	1.13841562389152e-06	"DOWN"
"ENSG00000096063"	10.9500024221332	-0.840653442819439	0.217979878886203	-3.85656440913202	0.000114991808631053	0.000996192942881009	"DOWN"
"ENSG00000096384"	42.5322394144508	-0.743270368090212	0.208450293725508	-3.56569594988897	0.000362891901754121	0.00250697673084648	"DOWN"
"ENSG00000099860"	13.5727394614711	-0.751722957810569	0.210866891650549	-3.56491695745358	0.00036397140958416	0.00251319568873949	"DOWN"
"ENSG00000099985"	4.47498631103204	-0.655713172007258	0.215348739747833	-3.04488975777187	0.00232765613305043	0.0112312413139304	"DOWN"
"ENSG00000100100"	273.848335530961	-0.824107684077151	0.149776928819735	-5.50223382580512	3.75009136500338e-08	1.12558952169705e-06	"DOWN"
"ENSG00000100228"	9.40398441702908	-0.913306788611607	0.251274926890307	-3.63469129178299	0.000278313691185653	0.00203077720424222	"DOWN"
"ENSG00000100242"	481.134339337931	-0.991285065292558	0.181683643987948	-5.45610514812394	4.86691794899669e-08	1.42718805211478e-06	"DOWN"
"ENSG00000100292"	15.180675862722	-1.34826747428775	0.231368992253898	-5.82734730852868	5.63153350279291e-09	2.24253423604114e-07	"DOWN"
"ENSG00000100365"	17.9572814743435	-0.843850930173116	0.210284085705412	-4.01290914308784	5.99750021321942e-05	0.000580172260101426	"DOWN"
"ENSG00000100368"	109.242086557585	-0.944867505323425	0.183043143136735	-5.16199344663569	2.44333846277497e-07	5.80479867168666e-06	"DOWN"
"ENSG00000100504"	21.6243462957128	-0.694378675022969	0.198081675626965	-3.50551696831689	0.000455721451426777	0.00301171503283787	"DOWN"
"ENSG00000100596"	9.18806324541886	-0.846518735715783	0.238428931651766	-3.55040275461266	0.000384642209940808	0.00262489282217152	"DOWN"
"ENSG00000100644"	17.798985989702	-0.615292866915795	0.196654150655615	-3.1288069174462	0.00175517601481496	0.00892357714895222	"DOWN"
"ENSG00000100906"	29.7489123418459	-0.989116117533313	0.166554760837895	-5.93868414542653	2.87318805993346e-09	1.29496710726969e-07	"DOWN"
"ENSG00000100979"	216.487853412901	-0.694086483970587	0.0934450539872496	-7.4277498310964	1.10460618089126e-13	2.62428217585641e-11	"DOWN"
"ENSG00000100985"	32.2275264144181	-3.17688738601795	0.377536175324413	-8.41478934644629	3.93601578804363e-17	3.94079523578625e-14	"DOWN"
"ENSG00000101082"	146.595154887586	-0.854181461296101	0.126304170595954	-6.76289197154555	1.35264097720847e-11	1.4255615471828e-09	"DOWN"
"ENSG00000101336"	54.5120358807279	-0.950207708695426	0.18378929052023	-5.17009291458598	2.33977632320711e-07	5.63266718003728e-06	"DOWN"
"ENSG00000101473"	25.6174278023525	-0.701960646373282	0.155040357303121	-4.5275995139825	5.96575088663122e-06	8.52415190396634e-05	"DOWN"
"ENSG00000101577"	119.537328300112	-0.796843530662748	0.116812512948359	-6.8215596989598	9.0057329430785e-12	9.97854746711713e-10	"DOWN"
"ENSG00000101916"	8.26416347957325	-0.898650148489872	0.266029328368961	-3.37801156736943	0.00073012009349642	0.00442268511259262	"DOWN"
"ENSG00000102218"	2.6246146239708	-0.676559524872228	0.314677138582291	-2.15001168473922	0.0315542905299465	0.0862407837200909	"DOWN"
"ENSG00000102265"	6.38243018755864	-0.869672036138507	0.280752207292876	-3.09764986186299	0.00195061743410819	0.00972325909455707	"DOWN"
"ENSG00000102897"	8.0203838874852	-0.834438136170508	0.212274594520896	-3.93093736937213	8.46153142574048e-05	0.000769082390178035	"DOWN"
"ENSG00000102921"	12.8958952987836	-0.794174283925997	0.212274187653911	-3.74126639090387	0.000183095320591814	0.00144915138833171	"DOWN"
"ENSG00000103196"	6.93147201614204	-0.726850241962027	0.266489606467222	-2.7274994008122	0.00638163735082018	0.024882172669387	"DOWN"
"ENSG00000103569"	27.1094265131599	-1.20372464316788	0.255070986091975	-4.71917508772964	2.36802940987843e-06	3.95150812360309e-05	"DOWN"
"ENSG00000104093"	12.5914589818881	-0.668898363347963	0.223270711530246	-2.99590733940645	0.00273629567665614	0.0127763679212822	"DOWN"
"ENSG00000104221"	6.4594330122247	-0.611229452688389	0.237987868466434	-2.56832189231779	0.0102192212228198	0.0361019440395852	"DOWN"
"ENSG00000104432"	14.2459405261066	-0.641973822305452	0.166397866366033	-3.85806522839225	0.000114288150355084	0.000991322403172778	"DOWN"
"ENSG00000104518"	42.4241235492446	-0.64270126369172	0.166098193163751	-3.86940550917434	0.000109101053761314	0.000954586708776265	"DOWN"
"ENSG00000104946"	14.4636030478463	-0.770044773928892	0.169226307576663	-4.55038454100906	5.35479638702264e-06	7.80230571277509e-05	"DOWN"
"ENSG00000104972"	20.0990605428896	-1.09520897579553	0.223580274039071	-4.89850448794129	9.65688335146426e-07	1.85171729052633e-05	"DOWN"
"ENSG00000104974"	6.51209928553149	-0.89148244605269	0.245368844413358	-3.63323407331562	0.000279890892689415	0.00203804189237794	"DOWN"
"ENSG00000105339"	115.536307321063	-0.610674649296055	0.134391893683895	-4.54398425795259	5.5200782084228e-06	7.99327853796099e-05	"DOWN"
"ENSG00000105355"	11.0222361755047	-0.737715919598781	0.202720022234217	-3.63908760204478	0.000273605720510849	0.0020016343342383	"DOWN"
"ENSG00000105835"	81.8324123960904	-0.973454346602493	0.205054392068131	-4.7472982011478	2.06151902561668e-06	3.52394051000841e-05	"DOWN"
"ENSG00000106012"	3.92773654424367	-0.638628902259167	0.274142731695233	-2.32954891165649	0.019830005010107	0.060689340660845	"DOWN"
"ENSG00000106211"	15.8256298583327	-1.88341522432053	0.276514423268041	-6.81127299639929	9.67388537467734e-12	1.03510573509048e-09	"DOWN"
"ENSG00000106565"	4.43674230549238	-1.55475329289868	0.4465773956576	-3.48148676582533	0.000498638421432758	0.0032448533130237	"DOWN"
"ENSG00000106780"	31.9033765088565	-0.641261281850945	0.186985439693866	-3.42947174336581	0.000604757399829584	0.00378432342563003	"DOWN"
"ENSG00000107566"	21.327012140894	-0.760313968403908	0.201471370323976	-3.7738065075017	0.000160775474734679	0.00131022664497442	"DOWN"
"ENSG00000108255"	8.21288618609993	-0.790925316967386	0.207627697885068	-3.80934396048257	0.000139336008889028	0.00116392898486144	"DOWN"
"ENSG00000108423"	9.94062193798352	-0.647046771784011	0.187213460651966	-3.45619791189526	0.000547852909240243	0.00349533647192557	"DOWN"
"ENSG00000108582"	14.2527844786309	-1.07827425866754	0.250750040579038	-4.30019574943065	1.70647308039722e-05	0.000206917241937091	"DOWN"
"ENSG00000108861"	4.22732031761975	-0.863870645152744	0.284099765989541	-3.04072987228208	0.00236005461742864	0.0113601942213246	"DOWN"
"ENSG00000108946"	16.1799431312802	-0.92214444049365	0.179394038147837	-5.14032935550354	2.742573035513e-07	6.41780404654185e-06	"DOWN"
"ENSG00000109270"	22.4101820459767	-0.99877093878432	0.217899352440278	-4.58363426783503	4.56963222955035e-06	6.82135622594326e-05	"DOWN"
"ENSG00000109466"	6.44716744227525	-1.08648369157879	0.235886887752464	-4.60595203883874	4.10583021796057e-06	6.26921810077923e-05	"DOWN"
"ENSG00000109586"	30.3211155030789	-0.739616015528392	0.163810564078497	-4.51506909636166	6.32961247545923e-06	8.97997753729879e-05	"DOWN"
"ENSG00000109743"	4.00437015241967	-1.07882407042642	0.293793751772754	-3.67204565759752	0.000240616679942787	0.00181134479202902	"DOWN"
"ENSG00000110063"	26.3649353688465	-1.07406804345732	0.258447377920791	-4.15584809603485	3.24083103648424e-05	0.000349974796906006	"DOWN"
"ENSG00000110203"	5.41282229338704	-1.42294737910885	0.466099758524921	-3.05288160545737	0.00226655343421494	0.0109893737417471	"DOWN"
"ENSG00000110717"	45.9648388415996	-0.771662200832969	0.136613372683204	-5.64851145738415	1.61843067380517e-08	5.5361526215626e-07	"DOWN"
"ENSG00000110721"	102.897738007123	-0.877397570493606	0.121871757241034	-7.19935110772481	6.04997795551858e-13	1.0469449506482e-10	"DOWN"
"ENSG00000111052"	3.32900446545697	-0.656178741501591	0.290676944928428	-2.2574158458393	0.023982102496635	0.0699302609464824	"DOWN"
"ENSG00000111058"	36.84551686744	-0.861523341795182	0.165336370003615	-5.21073095881049	1.88098057333534e-07	4.67477033624848e-06	"DOWN"
"ENSG00000111087"	223.65674690817	-0.701085599363477	0.138560162456129	-5.05979198447789	4.19714106768486e-07	9.13026067987063e-06	"DOWN"
"ENSG00000111144"	143.805323800044	-0.809902920566179	0.170432793770974	-4.75203687416237	2.01377635026676e-06	3.45585794457931e-05	"DOWN"
"ENSG00000111319"	2.82758848413687	-0.699715163246625	0.312337568444614	-2.2402529632637	0.0250745050145204	0.0722890449996982	"DOWN"
"ENSG00000111405"	30.4227277021926	-0.714592354630129	0.150911575213777	-4.73517259108759	2.18868765523429e-06	3.70965355059481e-05	"DOWN"
"ENSG00000111481"	5.64658326936792	-1.5642826816484	0.279495888779008	-5.59680032676705	2.18343930430515e-08	7.03569396056215e-07	"DOWN"
"ENSG00000112053"	16.5323498611237	-1.5038580564401	0.245322699784213	-6.13012190784996	8.78117614364109e-10	4.77076534904717e-08	"DOWN"
"ENSG00000112062"	19.261478428425	-1.17991240698448	0.202311007652152	-5.83217107500738	5.47107820295615e-09	2.19108866202389e-07	"DOWN"
"ENSG00000112096"	228.538162061343	-0.680270816827633	0.104686241573384	-6.49818740842623	8.12934977811927e-11	6.02905268994168e-09	"DOWN"
"ENSG00000112282"	8.81185533317369	-1.51118684889748	0.354768111216464	-4.25964679777946	2.04750191227858e-05	0.000239364756500491	"DOWN"
"ENSG00000112299"	4.53597512114085	-2.25221467118074	0.442535775166336	-5.08933920728601	3.5931338036576e-07	8.07130713555587e-06	"DOWN"
"ENSG00000112303"	12.1633457193684	-0.782747598728659	0.274226860680637	-2.85437975253723	0.00431209523711267	0.0182001321706137	"DOWN"
"ENSG00000112312"	2.90250156527867	-0.899306222468154	0.250788402462028	-3.5859163088864	0.000335896678416864	0.00235413187068459	"DOWN"
"ENSG00000113068"	34.7303462463913	-1.40945644163073	0.244856314164851	-5.75625932473116	8.59982439874172e-09	3.18898779357573e-07	"DOWN"
"ENSG00000113269"	13.8660932826616	-0.661719262009086	0.222542458671347	-2.97345174471321	0.0029447070493992	0.0135419812045369	"DOWN"
"ENSG00000113368"	14.7624060887174	-0.711973319292463	0.205702211022434	-3.46118457236619	0.000537803948984775	0.00344061978681862	"DOWN"
"ENSG00000113749"	9.24002363988636	-0.793788943082461	0.244294633931152	-3.24930977937964	0.0011568542101317	0.00641440880673102	"DOWN"
"ENSG00000113763"	175.095559693899	-1.24458137961759	0.159503568069823	-7.8028435017377	6.05275933009509e-15	2.17527125293519e-12	"DOWN"
"ENSG00000113916"	42.1637941862602	-1.340621825228	0.220767094981023	-6.07256178889901	1.25885635848546e-09	6.39325709307633e-08	"DOWN"
"ENSG00000114656"	4.57404584643303	-1.08494269447606	0.278262253257119	-3.8989934199719	9.65933992413498e-05	0.000860743596418309	"DOWN"
"ENSG00000114853"	3.5660961610714	-0.679913904728582	0.254086588015241	-2.67591418358453	0.00745257249437654	0.0280662838940559	"DOWN"
"ENSG00000115109"	68.709758529018	-1.347555033836	0.365143887596768	-3.69047676713164	0.00022383413266022	0.00170793850707583	"DOWN"
