"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000000457"	30.8433600221119	-0.013866596582807	0.103332472860537	-0.134193987610479	0.893249180103345	0.939032252654876
"ENSG00000000460"	90.6464280904047	-0.0467044756951261	0.10001680364653	-0.466966289586547	0.640523996562738	0.770464675175482
"ENSG00000000938"	52.1447960760226	0.404602456050857	0.174391492234405	2.32008139196961	0.0203364747569327	0.0854424383859422
"ENSG00000001036"	9.33546780989245	0.219503717182099	0.167775767631942	1.30831597602125	0.190766158578953	0.360169475845537
"ENSG00000001084"	7.76662363979242	0.907141151018722	0.218653792770547	4.14875561738217	3.34287438180653e-05	0.000970125677221163
"ENSG00000001167"	5.16370407438162	0.304294388600527	0.242682736005582	1.25387736107247	0.209886584840712	0.383120858287496
"ENSG00000001460"	27.1097876563075	-0.0108528826434962	0.127000185144348	-0.0854556442666661	0.931899157172877	0.96203176924802
"ENSG00000001461"	4.51874550147408	0.257247722440403	0.273393853895786	0.940941863815497	0.346734652488203	0.526848739721099
"ENSG00000001497"	2.46279321523952	0.392316341018519	0.277910639197435	1.41166362738566	0.158049027909452	0.317525186212812
"ENSG00000001629"	4.48248479498436	0.0947943121231308	0.244558703058778	0.387613734197583	0.698301903642232	0.811347627930468
"ENSG00000001631"	13.2505561919986	0.0845471435502462	0.128654130878849	0.657166178596029	0.511074070024926	0.67044691057926
"ENSG00000002016"	25.4464525635349	0.348362178619065	0.131586043614577	2.64740977880175	0.00811109998715368	0.0471169865395496
"ENSG00000002330"	10.2106606160211	0.280339932702247	0.153114678302767	1.8309148137183	0.0671132588938057	0.18471360169336
"ENSG00000002549"	7.11090487734876	0.536217156402453	0.291722921075168	1.8381043026245	0.0660470373115061	0.183141705637068
"ENSG00000002586"	11.5528700194867	-0.131733299309286	0.172907317831883	-0.761872319582043	0.446136212103303	0.616958493000394
"ENSG00000002587"	10.0616513159823	0.289362409079893	0.236019106295355	1.22601264627188	0.220193916089264	0.394485956265748
"ENSG00000002745"	8.34288692084736	0.383510316814863	0.182214617511226	2.10471762393725	0.0353158954367833	0.121836797031108
"ENSG00000002822"	8.37698659656265	0.399912921359545	0.175620008482034	2.27714896962015	0.0227773312635959	0.0915337879363028
"ENSG00000002834"	38.5186198375107	0.134725310840415	0.14305054821589	0.941802128832734	0.346293955063814	0.526350289322217
"ENSG00000002919"	20.9322526466287	0.304882086429067	0.118128909131563	2.58092696081289	0.00985354265587292	0.0533889089321108
"ENSG00000003056"	24.5023064155553	-0.0535339044897108	0.107001428563269	-0.500310184719232	0.616856683822438	0.753571565028683
